LREF	INVOICEREF	TYPE	IOCODE	CROSSREF_MAIN_LREF	PAYTYPE	TRANSTYPE	LINETYPE	INST_NR	DATE_	PAYABLETOTAL	PAID	CANCELED	CANCELLATIONPAYMENT	CLIENTREF	ABYS_ID	ABYS_ACCOUNT_ID	ABYS_AGREEMENT_ID	ABYS_MAIN_LREF	ABYS_ACTION_TYPE_ID	OV_KIND	REF_DEPOSIT_ACCOUNT_ID	REF_DEPOSIT_ACCOUNT_ACTION_ID	CASH_ID	RECEIPT_NUMBER
134142489	134142489	101	1	133886188	174	113	103	0	2024-09-30 11:21:03	179	0	0	0	251522	134142489	128027362	197168	133886188	32	PAY	\N	\N	521	30670100
134966727	134966727	101	1	134685399	174	113	103	0	2024-10-30 09:51:57	323	0	0	0	251522	134966727	128438323	197168	134685399	32	PAY	\N	\N	521	31040921
108027771	108027771	101	1	107841891	174	113	103	0	2021-11-02 10:31:39	343	0	0	0	251522	108027771	50607386	197168	107841891	16	PAY	\N	\N	540	19827876
136698757	136698757	101	1	136420759	174	113	103	0	2024-12-30 12:18:00	5227	0	0	0	251522	136698757	129320115	197168	136420759	32	PAY	\N	\N	521	31845484
108833509	108833509	101	1	108633830	174	113	103	0	2021-12-03 10:35:21	511	0	0	0	251522	108833509	51008694	197168	108633830	16	PAY	\N	\N	540	20197226
137520574	137520574	101	1	137368170	174	113	103	0	2025-01-30 06:31:49	3772	0	0	0	251522	137520574	129798022	197168	137368170	32	PAY	\N	\N	521	32227741
139257550	139257550	101	1	139027518	174	113	103	0	2025-03-30 14:24:05	6539	0	0	0	251522	139257550	130659091	197168	139027518	32	PAY	\N	\N	521	33032468
109510236	109510236	101	1	109425605	174	113	103	0	2021-12-28 14:16:05	662	0	1	0	251522	109510236	51407277	197168	109425605	32	PAY	\N	\N	519	20500324
109577625	109577625	101	1	109425605	174	113	103	0	2022-01-03 10:31:55	662	0	0	0	251522	109577625	51407277	197168	109425605	16	PAY	\N	\N	540	20551910
140028435	140028435	101	1	139890369	174	113	103	0	2025-04-28 07:14:40	2582	0	0	0	251522	140028435	131108755	197168	139890369	32	PAY	\N	\N	521	33384939
140887046	140887046	101	1	140727243	174	113	103	0	2025-05-28 12:29:25	1581	0	0	0	251522	140887046	131546664	197168	140727243	32	PAY	\N	\N	521	33785113
141724764	141724764	101	1	141543556	174	113	103	0	2025-06-29 16:54:30	316	0	0	0	251522	141724764	131973128	197168	141543556	32	PAY	\N	\N	521	34154294
110500492	110500492	101	1	110275254	174	113	103	0	2022-02-07 12:19:35	1135	0	0	0	251522	110500492	51825140	197168	110275254	16	PAY	\N	\N	540	20958497
142386130	142386130	101	1	142382641	174	113	103	0	2025-07-23 10:44:31	248	0	0	0	251522	142386130	132382481	197168	142382641	32	PAY	\N	\N	521	34486814
143383371	143383371	101	1	143222716	174	113	103	0	2025-08-29 09:51:33	267	0	0	0	251522	143383371	132829119	197168	143222716	32	PAY	\N	\N	521	34926234
111260965	111260965	101	1	111016285	174	113	103	0	2022-03-07 10:55:09	966	0	0	0	251522	111260965	52209714	197168	111016285	16	PAY	\N	\N	540	21307567
144257307	144257307	101	1	144022195	174	113	103	0	2025-09-28 19:55:25	244	0	0	0	251522	144257307	133249068	197168	144022195	32	PAY	\N	\N	521	35312048
145117378	145117378	101	1	144923960	174	113	103	0	2025-10-28 22:09:58	1231	0	0	0	251522	145117378	133709797	197168	144923960	32	PAY	\N	\N	521	35716168
111955638	111955638	101	1	111782800	174	113	103	0	2022-04-04 10:34:53	1089	0	0	0	251522	111955638	52603727	197168	111782800	16	PAY	\N	\N	540	21643120
146013509	146013509	101	1	145833573	174	113	103	0	2025-11-28 20:21:34	2251	0	0	0	251522	146013509	134179698	197168	145833573	32	PAY	\N	\N	521	36135345
146913732	146913732	101	1	146685704	174	113	103	0	2025-12-29 10:52:48	3571	0	0	0	251522	146913732	134615775	197168	146685704	32	PAY	\N	\N	521	36554508
112676562	112676562	101	1	112538887	174	113	103	0	2022-05-05 10:37:18	747	0	0	0	251522	112676562	53001920	197168	112538887	16	PAY	\N	\N	540	21983754
147781422	147781422	101	1	147588523	174	113	103	0	2026-01-28 12:29:52	5762	0	0	0	251522	147781422	135070146	197168	147588523	32	PAY	\N	\N	521	36965650
148702200	148702200	101	1	148499515	174	113	103	0	2026-02-28 12:44:58	4826	0	0	0	251522	148702200	135542191	197168	148499515	32	PAY	\N	\N	521	37373349
149424352	149424352	101	1	149349692	174	113	103	0	2026-03-23 17:40:06	4422	0	0	0	251522	149424352	135986508	197168	149349692	32	PAY	\N	\N	521	37721798
114266767	114266767	101	1	114044960	174	113	103	0	2022-07-04 09:51:12	138	0	0	0	251522	114266767	53785786	197168	114044960	16	PAY	\N	\N	540	22693983
113569997	113569997	101	1	113322123	174	113	103	0	2022-06-07 09:48:46	432	0	0	0	251522	113569997	53412028	197168	113322123	16	PAY	\N	\N	540	22371863
150359999	150359999	101	1	150323602	174	113	103	0	2026-04-24 11:41:00	5113	0	0	0	251522	150359999	136479988	197168	150323602	32	PAY	\N	\N	521	38148821
115139352	115139352	101	1	114850744	174	113	103	0	2022-08-08 09:56:18	177	0	0	0	251522	115139352	54200610	197168	114850744	16	PAY	\N	\N	540	23072052
151426483	151426483	101	1	151205685	174	113	103	0	2026-06-01 11:11:17	3964	0	0	0	251522	151426483	136954249	197168	151205685	16	PAY	\N	\N	521	38638888
152358356	152358356	101	1	152086341	174	113	103	0	2026-07-02 08:12:44	731	0	0	0	251522	152358356	137397123	197168	152086341	16	PAY	\N	\N	521	39062587
115783563	115783563	101	1	115573544	174	113	103	0	2022-09-02 09:47:28	128	0	0	0	251522	115783563	54572476	197168	115573544	16	PAY	\N	\N	540	23378581
116577313	116577313	101	1	116352161	174	113	103	0	2022-10-03 09:48:26	149	0	0	0	251522	116577313	54975698	197168	116352161	16	PAY	\N	\N	540	23733808
117483536	117483536	101	1	117280400	174	113	103	0	2022-11-05 07:05:04	627	0	0	0	251522	117483536	55453829	197168	117280400	32	PAY	\N	\N	521	24142697
118078284	118078284	101	1	118040451	174	113	103	0	2022-11-25 18:12:13	908	0	0	0	251522	118078284	55849515	197168	118040451	32	PAY	\N	\N	521	24403307
118821146	118821146	101	1	118804401	174	113	103	0	2022-12-23 10:23:29	1436	0	0	0	251522	118821146	56239858	197168	118804401	32	PAY	\N	\N	521	24747165
119724324	119724324	101	1	119640357	174	113	103	0	2023-01-26 14:39:49	1804	0	0	0	251522	119724324	56675008	197168	119640357	32	PAY	\N	\N	521	25171568
120478556	120478556	101	1	120468886	174	113	103	0	2023-02-23 09:52:09	2183	0	0	0	251522	120478556	57096677	197168	120468886	32	PAY	\N	\N	521	25515245
121404089	121404089	101	1	121335613	174	113	103	0	2023-03-30 10:09:11	1626	0	0	0	251522	121404089	57532168	197168	121335613	32	PAY	\N	\N	521	25951850
54474468	54474468	101	1	16354161	32	113	103	0	2010-06-21 00:00:00	25	0	0	0	251522	54474468	9391529	197168	16354161	4	PAY	\N	\N	62	14639
49670530	49670530	101	1	16531261	174	113	103	0	2010-08-25 00:00:00	55	0	0	0	251522	49670530	9566850	197168	16531261	33	PAY	\N	\N	531	240236119999
48165458	48165458	101	1	14852598	174	113	103	0	2009-10-02 00:00:00	25	0	0	0	251522	48165458	7898599	197168	14852598	7	PAY	\N	\N	544	291500700303
39125301	39125301	101	1	15030009	174	113	103	0	2009-10-27 00:00:00	25	0	0	0	251522	39125301	8074318	197168	15030009	7	PAY	\N	\N	544	291500705158
58521041	58521041	101	1	15193520	174	113	103	0	2009-12-07 00:00:00	110	0	0	0	251522	58521041	8236673	197168	15193520	7	PAY	\N	\N	544	291500700857
54083000	54083000	101	1	14698308	174	113	103	0	2009-08-14 00:00:00	30	0	0	0	251522	54083000	7745970	197168	14698308	7	PAY	\N	\N	544	291500701720
48179931	48179931	101	1	15683689	32	113	103	0	2010-03-24 00:00:00	395	0	0	0	251522	48179931	8724588	197168	15683689	4	PAY	\N	\N	74	23250
49285824	49285824	101	1	15333439	174	113	103	0	2010-01-18 00:00:00	235	0	0	0	251522	49285824	8375884	197168	15333439	7	PAY	\N	\N	544	291500101019
39359980	39359980	101	1	15532829	174	113	103	0	2010-01-28 00:00:00	250	0	0	0	251522	39359980	8574356	197168	15532829	7	PAY	\N	\N	544	291500103376
50400423	50400423	101	1	15876450	33	113	103	0	2010-04-16 00:00:00	280	0	0	0	251522	50400423	8916518	197168	15876450	5	PAY	\N	\N	12	53076
51141327	51141327	101	1	16027508	174	113	103	0	2010-04-28 00:00:00	225	0	0	0	251522	51141327	9066923	197168	16027508	7	PAY	\N	\N	513	941200000000001
51886029	51886029	101	1	16194265	32	113	103	0	2010-06-21 00:00:00	85	0	0	0	251522	51886029	9232876	197168	16194265	4	PAY	\N	\N	62	14639
92889228	92889228	101	1	92309497	174	113	103	0	2020-02-13 13:20:30	1.77	0	0	0	251522	92889228	42478484	197168	92309497	32	PAY	\N	\N	540	12959090
92889229	92889229	101	1	92309498	174	113	103	0	2020-02-13 13:20:31	1.77	0	0	0	251522	92889229	42478485	197168	92309498	32	PAY	\N	\N	540	12959091
92889230	92889230	101	1	92309500	174	113	103	0	2020-02-13 13:20:31	1.77	0	0	0	251522	92889230	42478486	197168	92309500	32	PAY	\N	\N	540	12959092
92890510	92890510	101	1	92309509	174	113	103	0	2020-02-13 13:52:15	1.77	0	0	0	251522	92890510	42478493	197168	92309509	32	PAY	\N	\N	540	12959601
92890784	92890784	101	1	92309510	174	113	103	0	2020-02-13 13:56:16	1.77	0	0	0	251522	92890784	42478494	197168	92309510	32	PAY	\N	\N	540	12959672
92890785	92890785	101	1	92309514	174	113	103	0	2020-02-13 13:56:17	1.77	0	0	0	251522	92890785	42478495	197168	92309514	32	PAY	\N	\N	540	12959673
92890870	92890870	101	1	92309516	174	113	103	0	2020-02-13 13:56:17	1.77	0	0	0	251522	92890870	42478496	197168	92309516	32	PAY	\N	\N	540	12959618
92890788	92890788	101	1	92309517	174	113	103	0	2020-02-13 13:56:18	1.77	0	0	0	251522	92890788	42478497	197168	92309517	32	PAY	\N	\N	540	12959674
92890985	92890985	101	1	92309521	174	113	103	0	2020-02-13 14:00:24	1.77	0	0	0	251522	92890985	42478498	197168	92309521	32	PAY	\N	\N	540	12959745
92890790	92890790	101	1	92309523	174	113	103	0	2020-02-13 13:56:19	1.77	0	0	0	251522	92890790	42478499	197168	92309523	32	PAY	\N	\N	540	12959676
92891063	92891063	101	1	92309524	174	113	103	0	2020-02-13 14:00:25	1.77	0	0	0	251522	92891063	42478500	197168	92309524	32	PAY	\N	\N	540	12959629
92891064	92891064	101	1	92309525	174	113	103	0	2020-02-13 14:00:26	1.77	0	0	0	251522	92891064	42478501	197168	92309525	32	PAY	\N	\N	540	12959630
92891065	92891065	101	1	92309526	174	113	103	0	2020-02-13 14:00:27	1.77	0	0	0	251522	92891065	42478502	197168	92309526	32	PAY	\N	\N	540	12959631
92857035	92857035	101	1	92309468	174	113	103	0	2020-02-12 11:16:23	3.78	0	0	0	251522	92857035	42478467	197168	92309468	32	PAY	\N	\N	521	12948075
92857311	92857311	101	1	92309473	174	113	103	0	2020-02-12 11:19:01	1.77	0	0	0	251522	92857311	42478468	197168	92309473	32	PAY	\N	\N	521	12948089
92857310	92857310	101	1	92309476	174	113	103	0	2020-02-12 11:19:00	1.77	0	0	0	251522	92857310	42478469	197168	92309476	32	PAY	\N	\N	521	12948088
92857317	92857317	101	1	92309477	174	113	103	0	2020-02-12 11:19:06	1.77	0	0	0	251522	92857317	42478470	197168	92309477	32	PAY	\N	\N	521	12948091
92857213	92857213	101	1	92309479	174	113	103	0	2020-02-12 11:19:02	1.77	0	0	0	251522	92857213	42478471	197168	92309479	32	PAY	\N	\N	521	12948172
92857215	92857215	101	1	92309481	174	113	103	0	2020-02-12 11:19:27	1.77	0	0	0	251522	92857215	42478472	197168	92309481	32	PAY	\N	\N	521	12948174
92857337	92857337	101	1	92309482	174	113	103	0	2020-02-12 11:19:39	1.77	0	0	0	251522	92857337	42478473	197168	92309482	32	PAY	\N	\N	521	12948097
92857348	92857348	101	1	92309483	174	113	103	0	2020-02-12 11:20:03	1.77	0	0	0	251522	92857348	42478474	197168	92309483	32	PAY	\N	\N	521	12948102
92857258	92857258	101	1	92309485	174	113	103	0	2020-02-12 11:22:47	1.77	0	0	0	251522	92857258	42478475	197168	92309485	32	PAY	\N	\N	521	12948190
92857441	92857441	101	1	92309486	174	113	103	0	2020-02-12 11:23:17	1.77	0	0	0	251522	92857441	42478476	197168	92309486	32	PAY	\N	\N	521	12948130
92857476	92857476	101	1	92309487	174	113	103	0	2020-02-12 11:23:35	1.77	0	0	0	251522	92857476	42478477	197168	92309487	32	PAY	\N	\N	521	12948198
92857485	92857485	101	1	92309488	174	113	103	0	2020-02-12 11:24:02	1.77	0	0	0	251522	92857485	42478478	197168	92309488	32	PAY	\N	\N	521	12948201
92857563	92857563	101	1	92309490	174	113	103	0	2020-02-12 11:24:11	1.77	0	0	0	251522	92857563	42478479	197168	92309490	32	PAY	\N	\N	521	12948136
92889148	92889148	101	1	92309492	174	113	103	0	2020-02-13 13:20:28	1.77	0	0	0	251522	92889148	42478480	197168	92309492	32	PAY	\N	\N	540	12959178
92889149	92889149	101	1	92309493	174	113	103	0	2020-02-13 13:20:28	1.77	0	0	0	251522	92889149	42478481	197168	92309493	32	PAY	\N	\N	540	12959179
92889150	92889150	101	1	92309494	174	113	103	0	2020-02-13 13:20:29	1.77	0	0	0	251522	92889150	42478482	197168	92309494	32	PAY	\N	\N	540	12959180
92889151	92889151	101	1	92309496	174	113	103	0	2020-02-13 13:20:30	1.77	0	0	0	251522	92889151	42478483	197168	92309496	32	PAY	\N	\N	540	12959181
92889154	92889154	101	1	92309501	174	113	103	0	2020-02-13 13:20:31	1.77	0	0	0	251522	92889154	42478487	197168	92309501	32	PAY	\N	\N	540	12959183
92890185	92890185	101	1	92309503	174	113	103	0	2020-02-13 13:44:15	1.77	0	0	0	251522	92890185	42478488	197168	92309503	32	PAY	\N	\N	540	12959443
92889331	92889331	101	1	92309504	174	113	103	0	2020-02-13 13:24:15	1.77	0	0	0	251522	92889331	42478489	197168	92309504	32	PAY	\N	\N	540	12959202
92890186	92890186	101	1	92309505	174	113	103	0	2020-02-13 13:44:16	1.77	0	0	0	251522	92890186	42478490	197168	92309505	32	PAY	\N	\N	540	12959444
92890187	92890187	101	1	92309506	174	113	103	0	2020-02-13 13:44:16	1.77	0	0	0	251522	92890187	42478491	197168	92309506	32	PAY	\N	\N	540	12959545
92890074	92890074	101	1	92309507	174	113	103	0	2020-02-13 13:44:16	1.77	0	0	0	251522	92890074	42478492	197168	92309507	32	PAY	\N	\N	540	12959456
92890986	92890986	101	1	92309527	174	113	103	0	2020-02-13 14:00:27	1.77	0	0	0	251522	92890986	42478503	197168	92309527	32	PAY	\N	\N	540	12959746
92890873	92890873	101	1	92309528	174	113	103	0	2020-02-13 13:56:19	1.77	0	0	0	251522	92890873	42478504	197168	92309528	32	PAY	\N	\N	540	12959619
92890874	92890874	101	1	92309529	174	113	103	0	2020-02-13 13:56:20	1.77	0	0	0	251522	92890874	42478505	197168	92309529	32	PAY	\N	\N	540	12959620
92890876	92890876	101	1	92309530	174	113	103	0	2020-02-13 13:56:20	1.77	0	0	0	251522	92890876	42478506	197168	92309530	32	PAY	\N	\N	540	12959621
92890511	92890511	101	1	92309531	174	113	103	0	2020-02-13 13:52:15	1.77	0	0	0	251522	92890511	42478507	197168	92309531	32	PAY	\N	\N	540	12959602
92890075	92890075	101	1	92309535	174	113	103	0	2020-02-13 13:44:17	1.77	0	0	0	251522	92890075	42478508	197168	92309535	32	PAY	\N	\N	540	12959457
92889332	92889332	101	1	92309538	174	113	103	0	2020-02-13 13:24:16	1.77	0	0	0	251522	92889332	42478509	197168	92309538	32	PAY	\N	\N	540	12959203
92857448	92857448	101	1	92309539	174	113	103	0	2020-02-12 11:23:49	1.77	0	0	0	251522	92857448	42478510	197168	92309539	32	PAY	\N	\N	521	12948132
92857468	92857468	101	1	92309547	174	113	103	0	2020-02-12 11:23:07	1.77	0	0	0	251522	92857468	42478511	197168	92309547	32	PAY	\N	\N	521	12948195
124373552	124373552	101	1	124373195	32	113	103	0	2023-08-25 15:11:26	14.64	0	0	0	251522	124373552	59575549	197168	124373195	4	PAY	\N	\N	543	26795587
123065489	123065489	101	1	122868581	174	113	103	0	2023-06-20 09:16:41	243.47	0	0	0	251522	123065489	58522082	197168	122868581	32	PAY	\N	\N	521	26484463
34731473	34731473	101	1	468800	32	113	103	0	2009-03-10 00:00:00	246	0	0	0	251522	34731473	570480	197168	468800	4	PAY	\N	\N	12	23902
75347134	75347134	101	1	74759654	174	113	103	0	2018-01-16 17:37:35	140	0	0	0	251522	75347134	33410853	197168	74759654	32	PAY	\N	\N	528	5037496
76580003	76580003	101	1	76362153	174	113	103	0	2018-03-12 15:41:01	42	0	0	0	251522	76580003	34202557	197168	76362153	32	PAY	\N	\N	528	5598825
79233327	79233327	101	1	78295649	174	113	103	0	2018-07-09 10:54:09	45	0	0	0	251522	79233327	35195505	197168	78295649	32	PAY	\N	\N	528	6795802
55249643	55249643	101	1	18180954	33	113	103	0	2011-09-23 00:00:00	290	0	0	0	251522	55249643	11213460	197168	18180954	5	PAY	\N	\N	6	105019
49023919	49023919	101	1	21781791	174	113	103	0	2013-01-15 00:00:00	150	0	0	0	251522	49023919	14810695	197168	21781791	33	PAY	\N	\N	531	240236119999
46978767	46978767	101	1	31810648	174	113	103	0	2016-02-18 00:00:00	40	0	0	0	251522	46978767	24832625	197168	31810648	32	PAY	\N	\N	540	21141644
40933972	40933972	101	1	19205823	174	113	103	0	2011-09-27 00:00:00	20	0	0	0	251522	40933972	12237420	197168	19205823	33	PAY	\N	\N	531	240236029999
56357330	56357330	101	1	19229440	174	113	103	0	2011-09-23 00:00:00	30	0	0	0	251522	56357330	12261002	197168	19229440	7	PAY	\N	\N	551	195337
50204405	50204405	101	1	28383041	174	113	103	0	2014-11-20 00:00:00	45	0	0	0	251522	50204405	21407069	197168	28383041	32	PAY	\N	\N	519	12280682
42073277	42073277	101	1	21493020	174	113	103	0	2012-08-14 00:00:00	25	0	0	0	251522	42073277	14522177	197168	21493020	22	PAY	\N	\N	551	771494
