LREF	INVOICEREF	TYPE	IOCODE	CROSSREF_MAIN_LREF	PAYTYPE	TRANSTYPE	LINETYPE	INST_NR	DATE_	PAYABLETOTAL	PAID	CANCELED	CANCELLATIONPAYMENT	CLIENTREF	ABYS_ID	ABYS_ACCOUNT_ID	ABYS_AGREEMENT_ID	ABYS_MAIN_LREF	ABYS_EKS_ACTION_ID	OV_KIND
2023240339	122868581	119	0	122868581	174	113	103	0	2023-07-02 18:58:50	243.47	0	0	1	251522	123240339	58522082	197168	122868581	123240339	CANCEL_REV
