AGR_ID|open_rows|open_amt
72353|6|4446.00
157416|3|4443.00
406371|12|4440.00
310284|6|4440.00
418338|6|4440.00
173162|54|4437.30
194234|12|4434.00
157445|6|4434.00
90809|12|4434.00
149542|6|4428.00
274779|12|4428.00
264052|12|4422.00
131728|30|4422.00
202091|12|4422.00
119321|36|4422.00
115027|9|4419.00
216199|6|4416.00
185233|12|4416.00
132499|6|4410.00
350592|9|4410.00
151990|6|4404.00
158412|6|4404.00
503879|6|4404.00
96078|21|4398.78
512146|18|4398.00
455672|6|4392.00
137881|3|4392.00
90435|9|4392.00
66540|12|4392.00
165591|9|4392.00
157823|18|4392.00
117695|9|4388.85
51249|3|4386.00
95923|9|4383.00
115815|9|4383.00
135938|9|4383.00
291522|9|4383.00
130476|6|4380.00
99523|6|4380.00
82867|9|4374.00
140744|9|4374.00
398527|12|4374.00
97271|6|4374.00
212809|6|4374.00
302067|6|4374.00
158997|9|4374.00
275419|6|4368.00
293566|6|4368.00
132386|12|4368.00
111225|9|4365.00
332475|12|4362.00
190700|6|4356.00
206430|9|4356.00
39514|9|4353.00
102420|6|4350.00
325491|6|4350.00
245510|18|4347.00
122192|9|4347.00
95318|9|4347.00
116847|9|4347.00
127035|3|4341.00
163972|9|4338.00
123982|9|4338.00
357566|18|4338.00
68946|18|4332.00
103644|9|4329.00
121116|6|4326.00
33403|6|4321.92
337738|12|4320.00
112232|6|4320.00
103123|24|4320.00
250528|9|4320.00
159359|12|4320.00
111327|9|4320.00
161485|6|4320.00
153375|6|4314.00
331630|12|4314.00
54505|6|4314.00
194322|6|4314.00
237042|18|4311.00
121675|9|4311.00
184102|6|4308.00
221458|6|4308.00
230185|6|4299.30
70864|12|4296.00
259084|12|4296.00
156089|3|4296.00
254867|12|4296.00
213061|12|4290.36
83859|12|4290.00
64710|6|4290.00
394020|6|4288.38
134493|9|4275.00
162116|12|4272.00
155389|6|4272.00
119756|18|4269.06
153727|9|4267.74
97001|18|4266.00
454245|6|4266.00
164927|6|4266.00
112078|9|4266.00
121030|6|4260.00
98351|6|4260.00
490112|12|4260.00
135871|6|4254.00
110954|12|4254.00
156633|6|4254.00
60901|12|4254.00
184030|12|4254.00
84573|108|4249.80
76232|9|4248.00
191926|6|4248.00
349716|6|4248.00
79188|12|4248.00
79785|6|4248.00
272933|12|4248.00
137253|9|4248.00
205112|3|4245.00
482990|12|4242.00
202729|9|4239.00
110855|9|4239.00
177995|48|4238.37
323944|6|4236.36
191432|6|4236.00
167194|12|4236.00
113388|12|4230.00
34892|12|4230.00
359710|9|4224.00
147930|6|4224.00
102535|18|4223.94
100290|9|4221.00
152203|9|4221.00
194930|9|4221.00
238738|12|4218.00
125810|42|4218.00
155529|6|4218.00
80199|12|4212.00
126202|9|4212.00
134069|27|4212.00
329691|4|4212.00
155709|6|4212.00
72240|6|4212.00
160521|6|4206.00
475311|12|4200.00
90396|12|4200.00
77180|12|4194.00
93556|12|4194.00
74521|12|4194.00
130431|54|4192.62
257202|3|4188.00
114485|6|4188.00
88992|9|4185.00
198165|9|4185.00
133704|6|4183.32
245118|12|4182.00
390234|6|4182.00
321808|24|4180.68
89305|32|4180.44
35464|12|4176.00
145963|12|4176.00
188703|12|4176.00
496468|6|4176.00
319875|9|4176.00
122886|12|4170.00
193174|6|4170.00
165169|6|4170.00
237792|6|4170.00
622236|5|4165.00
155252|12|4164.00
69130|6|4164.00
419772|9|4158.00
104814|18|4158.00
187381|6|4158.00
107950|6|4158.00
232061|18|4158.00
181078|9|4158.00
74856|6|4158.00
86317|9|4158.00
219650|4|4156.00
110304|6|4152.00
81581|12|4152.00
89349|3|4152.00
195206|12|4152.00
131352|9|4149.00
186604|6|4146.00
501019|36|4140.04
58126|6|4134.00
74866|6|4134.00
285302|24|4134.00
363583|6|4134.00
92209|12|4134.00
420613|9|4131.00
136055|3|4131.00
67248|12|4128.00
151639|6|4128.00
310641|6|4122.00
87740|12|4122.00
370950|6|4122.00
101326|18|4122.00
424724|9|4122.00
158508|6|4116.00
57548|16|4115.28
287920|6|4110.00
52354|3|4107.00
98040|18|4104.00
98610|3|4104.00
122058|9|4104.00
74899|6|4098.00
184523|6|4098.00
186313|6|4092.00
48181|3|4092.00
102169|9|4086.00
33803|6|4086.00
221424|6|4086.00
247083|6|4086.00
518740|6|4080.00
74935|3|4080.00
83376|9|4077.00
182265|6|4074.00
183963|6|4074.00
89802|6|4074.00
283291|9|4068.00
122488|9|4068.00
192307|18|4068.00
251894|9|4068.00
182576|9|4068.00
59691|12|4062.00
68695|12|4062.00
206726|6|4062.00
122866|6|4062.00
508288|4|4060.00
51913|48|4059.60
148681|12|4056.00
308915|3|4056.00
390285|12|4056.00
361590|4|4052.00
85580|24|4050.00
194382|12|4050.00
242608|12|4050.00
105651|6|4050.00
88686|6|4050.00
320913|45|4049.28
504003|6|4047.00
93534|6|4046.40
128483|6|4044.00
331314|12|4044.00
34257|12|4038.00
457704|6|4038.00
446567|45|4035.30
214983|16|4032.00
129927|9|4032.00
186286|6|4032.00
117484|3|4029.00
86887|6|4026.00
130625|12|4026.00
126546|3|4026.00
78299|18|4023.00
152692|9|4023.00
109906|12|4020.00
147868|6|4020.00
46219|6|4017.00
207501|9|4014.00
126230|6|4014.00
81750|9|4014.00
205243|4|4012.00
183204|6|4008.00
187457|6|4008.00
226289|9|4005.00
401156|9|4005.00
157622|9|4005.00
162431|27|4005.00
338044|48|4003.32
177660|12|4002.00
156241|3|4002.00
186309|12|4002.00
179152|6|4002.00
142901|9|3996.00
129588|3|3993.00
387054|30|3991.74
176568|6|3990.00
61248|12|3990.00
488438|3|3988.26
359811|6|3984.00
108702|6|3984.00
76827|12|3984.00
273790|6|3978.00
140615|27|3976.38
190585|6|3972.00
136093|6|3972.00
117047|3|3972.00
68707|51|3970.11
89842|6|3966.00
381905|3|3966.00
124992|12|3966.00
92053|39|3960.72
32061|12|3960.00
125465|18|3958.74
161084|12|3954.00
97802|12|3954.00
490381|54|3953.58
61188|3|3949.05
92664|12|3948.00
350871|6|3948.00
135238|6|3948.00
56526|12|3948.00
255039|6|3945.00
63353|6|3942.00
302022|6|3942.00
245532|9|3942.00
264521|16|3936.00
235642|6|3936.00
65868|30|3935.58
53969|3|3930.00
93952|9|3929.85
494528|4|3924.26
60509|6|3924.00
167521|6|3924.00
130207|12|3912.00
680020|30|3906.22
157264|9|3906.00
91650|9|3906.00
209409|12|3900.00
182722|6|3900.00
198992|12|3894.00
145242|6|3894.00
189326|6|3894.00
218807|8|3892.00
206222|8|3888.00
84418|6|3888.00
180827|9|3888.00
68042|18|3888.00
91162|9|3888.00
251707|9|3888.00
93752|9|3886.65
117070|6|3882.00
131870|6|3882.00
359060|12|3882.00
64379|6|3879.00
90737|9|3879.00
276391|9|3879.00
512046|6|3870.00
172248|6|3870.00
122591|6|3869.34
144139|12|3864.00
496144|12|3864.00
461029|9|3861.00
115469|9|3861.00
78728|9|3861.00
179973|12|3858.00
162482|6|3858.00
143728|12|3858.00
238983|78|3855.84
140885|3|3855.00
102512|9|3852.00
273596|6|3852.00
92762|3|3852.00
62313|12|3852.00
270737|9|3852.00
129623|9|3852.00
134325|9|3852.00
151315|9|3852.00
53454|3|3849.00
360020|6|3846.00
224057|6|3846.00
139974|6|3846.00
68048|12|3846.00
184322|3|3843.00
441215|9|3843.00
106823|9|3843.00
164476|9|3843.00
136295|9|3843.00
272966|9|3843.00
129666|6|3840.00
59975|3|3837.00
338102|7|3836.00
112831|6|3834.00
114366|6|3834.00
1054349|2|3832.30
580822|2|3832.00
136767|3|3831.00
151476|12|3828.00
112152|12|3822.00
343492|6|3816.00
402685|18|3816.00
292563|6|3810.00
190033|12|3810.00
120268|18|3807.00
389770|6|3804.00
193250|12|3804.00
98322|6|3804.00
204508|9|3798.00
85223|9|3798.00
411070|9|3798.00
513075|4|3796.00
154640|6|3792.00
113187|6|3792.00
71472|18|3792.00
142162|18|3786.00
104122|6|3786.00
151628|6|3786.00
34659|6|3786.00
114661|6|3786.00
107283|6|3786.00
116382|6|3780.00
40948|3|3777.00
105824|3|3774.00
358904|6|3774.00
79719|3|3774.00
216052|9|3762.00
127948|6|3762.00
92929|6|3762.00
302663|12|3756.00
88689|12|3756.00
175529|12|3756.00
94013|9|3753.00
145918|9|3753.00
215249|4|3752.00
87737|18|3750.00
161054|12|3750.00
51229|6|3747.00
97580|9|3744.00
404856|12|3744.00
154425|12|3744.00
99384|9|3744.00
141708|6|3738.00
69667|6|3738.00
61377|6|3738.00
468115|6|3738.00
237133|9|3735.00
390637|9|3735.00
274480|9|3735.00
185311|9|3735.00
89082|9|3735.00
97895|6|3732.00
438367|6|3732.00
401419|12|3732.00
180341|6|3732.00
446926|6|3732.00
66851|6|3726.00
159175|18|3726.00
60364|3|3726.00
131914|9|3726.00
511969|3|3726.00
171611|9|3726.00
145450|9|3726.00
100860|9|3726.00
210592|4|3724.00
160602|3|3723.00
85241|3|3720.00
76533|9|3717.00
96486|9|3717.00
392964|6|3714.00
191403|6|3714.00
218459|4|3712.00
146366|12|3710.82
65604|6|3708.00
155402|9|3708.00
107743|9|3708.00
117514|9|3708.00
92369|9|3708.00
96881|9|3708.00
118301|9|3708.00
180573|18|3706.86
333261|15|3705.00
99355|3|3705.00
337742|6|3702.00
62133|6|3702.00
416272|3|3702.00
264775|12|3702.00
142969|6|3702.00
152886|12|3702.00
101317|9|3699.00
463411|9|3699.00
116490|9|3699.00
146988|9|3699.00
502896|9|3699.00
254010|12|3696.00
265500|6|3696.00
113565|9|3690.00
68535|6|3690.00
88135|6|3690.00
185831|12|3684.00
122761|12|3684.00
128343|6|3684.00
254601|4|3680.00
643293|8|3678.12
47049|6|3678.00
195869|12|3672.00
83553|12|3672.00
14464|4|3668.00
89973|6|3666.00
74590|6|3666.00
104838|6|3666.00
84256|6|3666.00
470558|12|3666.00
54637|9|3666.00
69113|36|3663.96
103277|9|3663.00
124029|9|3663.00
55224|6|3663.00
111009|9|3663.00
498315|3|3660.00
518222|12|3660.00
473341|12|3660.00
439170|45|3658.11
179402|18|3654.00
309699|9|3654.00
425590|12|3654.00
133795|3|3648.00
68942|6|3648.00
68241|3|3645.00
95811|9|3645.00
87069|9|3645.00
504997|8|3640.00
495103|6|3639.00
146522|12|3636.00
143940|9|3636.00
170545|6|3636.00
74096|3|3636.00
1168979|2|3632.68
216960|4|3632.00
217736|3|3631.11
423633|6|3630.00
209273|4|3628.00
103595|9|3627.00
133466|9|3627.00
103955|6|3624.00
406083|57|3622.71
576282|4|3621.44
123630|9|3621.00
378681|12|3618.00
67386|12|3618.00
271574|3|3612.00
403165|12|3612.00
99979|9|3609.00
77605|18|3609.00
445719|9|3609.00
141564|6|3606.00
32638|18|3606.00
178413|12|3606.00
224334|42|3603.99
147185|6|3600.30
349103|9|3600.00
416402|9|3600.00
33565|6|3600.00
173262|9|3600.00
87506|3|3597.00
139538|3|3594.00
67438|18|3594.00
370325|4|3592.00
515333|9|3591.00
313397|9|3591.00
92250|18|3591.00
328721|6|3588.00
493488|12|3588.00
154218|12|3588.00
129423|12|3588.00
99957|6|3588.00
209230|12|3584.00
184670|9|3582.00
297111|6|3582.00
87121|9|3582.00
139714|6|3582.00
356528|9|3582.00
94797|6|3582.00
377053|9|3582.00
99220|9|3582.00
124680|6|3582.00
89473|9|3582.00
144537|9|3582.00
89681|9|3582.00
116553|6|3582.00
258788|6|3576.00
159493|6|3576.00
122099|6|3576.00
132555|6|3576.00
179414|6|3576.00
239187|9|3573.00
229563|3|3573.00
90447|9|3573.00
107761|9|3573.00
216543|4|3572.00
132970|6|3570.00
327286|6|3570.00
448495|54|3566.52
317993|6|3564.00
243553|9|3564.00
59433|12|3564.00
183379|9|3564.00
58784|6|3564.00
149511|9|3564.00
225400|9|3564.00
96469|18|3564.00
183111|12|3564.00
433475|6|3564.00
499258|9|3564.00
373884|12|3558.00
446691|12|3558.00
184393|6|3558.00
122830|6|3558.00
46687|3|3555.66
124729|9|3555.00
308535|9|3555.00
120893|9|3555.00
139708|9|3555.00
84974|18|3552.00
219524|30|3550.14
351906|6|3546.00
469388|9|3546.00
476997|12|3546.00
39012|3|3543.00
1179350|6|3541.44
113463|6|3540.00
177177|6|3540.00
390059|4|3540.00
224961|6|3540.00
158994|6|3534.00
520172|6|3534.00
112042|6|3534.00
34656|12|3534.00
46932|3|3531.00
156291|6|3528.00
153833|12|3528.00
45794|6|3528.00
82890|6|3528.00
231772|10|3524.20
202601|4|3524.00
177752|12|3522.00
161283|12|3522.00
220153|12|3518.88
174720|6|3516.00
447327|9|3510.00
371221|6|3510.00
131255|9|3510.00
89131|12|3504.00
49734|3|3504.00
192774|18|3501.00
128194|3|3501.00
31387|6|3498.00
142158|6|3498.00
159657|12|3498.00
174553|6|3498.00
125771|3|3495.00
335613|9|3492.00
253916|6|3492.00
161538|6|3492.00
100321|9|3492.00
168541|12|3492.00
432005|84|3490.74
198006|6|3486.00
197963|6|3486.00
142953|6|3486.00
140770|6|3486.00
103717|6|3486.00
70182|6|3486.00
450951|6|3486.00
277272|6|3486.00
169817|6|3486.00
143816|6|3486.00
153266|6|3486.00
99515|12|3486.00
153750|6|3486.00
116906|6|3480.00
186409|6|3480.00
452899|6|3480.00
156883|6|3474.00
152247|6|3474.00
67465|6|3474.00
88658|6|3474.00
123597|6|3474.00
132673|9|3474.00
67123|3|3471.00
615052|16|3469.82
62692|12|3468.00
277101|6|3468.00
423262|12|3468.00
137018|9|3465.00
319703|9|3465.00
128830|30|3465.00
107776|18|3465.00
139634|3|3465.00
374455|6|3462.00
59456|12|3456.00
188828|12|3456.00
40956|3|3456.00
59522|6|3456.00
129631|3|3453.00
127527|3|3450.00
109281|6|3450.00
150445|9|3447.00
183805|12|3444.00
306090|12|3444.00
464904|3|3441.00
451635|4|3440.00
86360|6|3438.00
475924|9|3438.00
58041|6|3438.00
111618|6|3438.00
465743|6|3438.00
97921|18|3438.00
72265|6|3438.00
346513|9|3438.00
182338|6|3438.00
408369|6|3438.00
199042|6|3438.00
335568|9|3438.00
118790|6|3438.00
102567|9|3438.00
454695|60|3432.24
206308|6|3432.00
74398|6|3432.00
179162|6|3432.00
295574|6|3432.00
93611|9|3429.00
94903|9|3429.00
101175|9|3429.00
59343|9|3429.00
115055|9|3429.00
59807|12|3426.00
133986|6|3426.00
33687|6|3426.00
100789|6|3426.00
258604|24|3426.00
346566|6|3426.00
60613|3|3426.00
210179|52|3423.04
64639|6|3423.00
90391|9|3420.00
138619|9|3420.00
119070|9|3420.00
141974|9|3420.00
148702|6|3420.00
395245|9|3420.00
371276|15|3418.05
186207|12|3414.00
102945|9|3411.00
312935|9|3411.00
96272|9|3411.00
226804|3|3411.00
146594|3|3408.00
163832|6|3408.00
111598|6|3405.24
488815|6|3402.00
204599|12|3402.00
119264|9|3402.00
105249|9|3402.00
234560|9|3402.00
150777|9|3402.00
334096|6|3402.00
233518|9|3402.00
159455|12|3402.00
92785|3|3399.00
75499|6|3396.00
177516|6|3396.00
144605|6|3396.00
63384|12|3396.00
164142|12|3396.00
94757|9|3393.00
72899|30|3390.66
157650|6|3390.00
83566|6|3390.00
120172|12|3390.00
166891|12|3390.00
88392|6|3390.00
173931|6|3390.00
338415|12|3388.32
337214|3|3387.00
494451|9|3384.00
149822|6|3384.00
503633|6|3384.00
95737|6|3384.00
179240|6|3384.00
95214|6|3384.00
149287|6|3384.00
701852|6|3379.89
327015|6|3378.00
173187|12|3378.00
59791|6|3378.00
403817|6|3378.00
187258|6|3378.00
162895|6|3378.00
113901|6|3378.00
88215|6|3378.00
190890|6|3378.00
134340|12|3378.00
144950|6|3372.00
444182|6|3372.00
147807|12|3372.00
113697|6|3372.00
214328|12|3372.00
90817|6|3372.00
177850|6|3372.00
88963|6|3372.00
192765|6|3372.00
352991|6|3372.00
162560|6|3372.00
94048|12|3372.00
85627|6|3372.00
162570|6|3372.00
53540|6|3369.00
49557|30|3366.48
123594|6|3366.00
258667|9|3366.00
199046|12|3366.00
190691|6|3366.00
33449|6|3366.00
152209|6|3366.00
287937|6|3366.00
347905|6|3366.00
346258|6|3366.00
69307|6|3366.00
129179|6|3366.00
439343|6|3366.00
70307|30|3363.18
83634|12|3360.00
77345|12|3360.00
167050|6|3360.00
128340|12|3360.00
80477|6|3360.00
125627|6|3360.00
147764|18|3354.00
194754|12|3354.00
272259|12|3354.00
94977|6|3354.00
161658|6|3348.00
129148|6|3348.00
150452|6|3348.00
74798|3|3348.00
79850|9|3348.00
145632|6|3348.00
69138|12|3348.00
87509|3|3345.00
155084|12|3342.00
459912|6|3342.00
138751|6|3342.00
176083|12|3336.00
142379|6|3336.00
186076|12|3336.00
187392|6|3336.00
89392|12|3336.00
169666|6|3336.00
108959|6|3336.00
98920|36|3333.00
95186|6|3330.00
126620|6|3330.00
199130|6|3330.00
277263|6|3330.00
127075|9|3330.00
111817|6|3324.00
76771|6|3324.00
184005|6|3324.00
81632|6|3324.00
192044|6|3324.00
176547|6|3324.00
154965|6|3324.00
198691|12|3324.00
357066|6|3324.00
80953|12|3324.00
146859|6|3324.00
85830|6|3324.00
125724|9|3321.00
32991|6|3318.00
68971|6|3318.00
202322|6|3318.00
116335|6|3318.00
154744|6|3318.00
323899|12|3312.00
163233|18|3312.00
100399|9|3312.00
114957|9|3312.00
178923|6|3312.00
61195|6|3306.00
108586|3|3306.00
177146|25|3304.20
95846|12|3300.00
58056|6|3300.00
373043|6|3300.00
196918|12|3300.00
108136|6|3300.00
85119|18|3300.00
141779|9|3294.00
129383|12|3294.00
156757|6|3294.00
157045|12|3294.00
123877|18|3294.00
455209|6|3294.00
493199|9|3292.74
187033|6|3288.00
148102|6|3288.00
148769|6|3288.00
145981|12|3288.00
133327|12|3288.00
106133|6|3288.00
119724|6|3288.00
388248|6|3288.00
136709|6|3288.00
147450|6|3288.00
320854|6|3288.00
136916|6|3288.00
82200|12|3288.00
112241|12|3288.00
130136|9|3285.00
96740|9|3285.00
453775|15|3285.00
103626|9|3285.00
90491|9|3285.00
109708|9|3285.00
82327|9|3285.00
100501|9|3285.00
334194|6|3282.00
226766|6|3282.00
185777|6|3282.00
130741|6|3282.00
321836|6|3282.00
109170|6|3282.00
172200|6|3282.00
175799|6|3282.00
92974|6|3282.00
196248|6|3282.00
136201|6|3282.00
593351|7|3280.34
412172|12|3276.00
144638|9|3276.00
149771|6|3276.00
95176|9|3276.00
86428|9|3276.00
67659|6|3276.00
105241|6|3276.00
125828|9|3276.00
106994|9|3276.00
100908|6|3276.00
387798|9|3276.00
121634|6|3276.00
276989|9|3276.00
152723|6|3276.00
183370|6|3276.00
354794|6|3276.00
102185|6|3276.00
149504|9|3276.00
95035|9|3276.00
121033|9|3276.00
378778|6|3274.44
34549|6|3273.60
684010|8|3271.16
68911|6|3270.00
80412|6|3270.00
99270|12|3270.00
86900|6|3270.00
273833|6|3270.00
218715|6|3270.00
359666|6|3270.00
89419|6|3270.00
114953|6|3270.00
77734|6|3270.00
344423|6|3270.00
149952|6|3270.00
178718|36|3270.00
59319|18|3270.00
307701|69|3267.45
98789|9|3267.00
318214|9|3267.00
97856|9|3267.00
182675|9|3267.00
187352|6|3264.00
162801|6|3264.00
97766|6|3264.00
161941|6|3264.00
152398|6|3264.00
33769|6|3264.00
180007|12|3264.00
348088|6|3264.00
79749|6|3264.00
99508|12|3264.00
76072|6|3264.00
505074|54|3262.32
155588|9|3258.00
85749|6|3258.00
199340|9|3258.00
160638|6|3258.00
83685|9|3258.00
310679|6|3258.00
98878|9|3258.00
119481|12|3258.00
76532|9|3258.00
76065|6|3258.00
131553|6|3252.00
204783|6|3252.00
96071|3|3252.00
160123|6|3252.00
270919|3|3252.00
104347|12|3252.00
235564|9|3249.00
81605|9|3249.00
92568|9|3248.19
104651|6|3246.00
313533|6|3246.00
80271|6|3246.00
110224|12|3246.00
75543|6|3246.00
425739|6|3246.00
414009|6|3246.00
253237|6|3240.00
185972|6|3240.00
58879|12|3240.00
131277|6|3240.00
113867|9|3240.00
61374|12|3240.00
184739|6|3240.00
84080|3|3240.00
109089|6|3234.00
84645|6|3234.00
159927|6|3234.00
184238|6|3234.00
106516|12|3234.00
131781|6|3234.00
166426|6|3234.00
35518|12|3234.00
216221|6|3234.00
156702|6|3234.00
140345|6|3228.00
198747|6|3228.00
78847|6|3228.00
158864|12|3228.00
163594|6|3228.00
151198|6|3228.00
301423|6|3228.00
131189|6|3228.00
148756|6|3228.00
434524|6|3228.00
192799|6|3228.00
147049|3|3225.00
151808|12|3222.00
189137|9|3222.00
183216|6|3222.00
77738|6|3222.00
146127|6|3222.00
90246|6|3222.00
121336|18|3222.00
94311|6|3222.00
86512|6|3222.00
80628|6|3222.00
339424|12|3222.00
212476|6|3222.00
500649|21|3220.05
70447|3|3216.00
135139|3|3216.00
129886|6|3216.00
188833|9|3213.00
374745|6|3210.00
130022|3|3210.00
466815|6|3210.00
175731|6|3210.00
138656|6|3210.00
498750|12|3210.00
176206|9|3204.00
123908|30|3204.00
122331|6|3204.00
81126|12|3204.00
202840|12|3204.00
63818|3|3201.00
195451|6|3198.00
88432|6|3198.00
251974|6|3198.00
126316|6|3198.00
247643|9|3195.00
383236|18|3195.00
187619|6|3192.00
108116|3|3192.00
312759|6|3192.00
160922|12|3192.00
166918|3|3189.00
372818|6|3186.00
176944|6|3186.00
161639|6|3186.00
188071|6|3186.00
208856|6|3186.00
119782|9|3186.00
157544|9|3186.00
188745|6|3186.00
142651|9|3186.00
330404|12|3186.00
307637|6|3186.00
175168|6|3186.00
193024|12|3180.00
178015|6|3180.00
161568|6|3180.00
31393|6|3180.00
110782|6|3180.00
111326|6|3180.00
265749|6|3180.00
139108|6|3180.00
94022|6|3180.00
444328|12|3180.00
100125|6|3180.00
99928|6|3180.00
89280|6|3180.00
200257|6|3180.00
173787|6|3180.00
60484|6|3180.00
152406|6|3180.00
177400|6|3180.00
69844|6|3180.00
405137|9|3177.00
190265|6|3174.00
133172|6|3174.00
523352|6|3174.00
117129|12|3174.00
150020|6|3174.00
70865|6|3174.00
81678|6|3174.00
68425|6|3168.00
69671|6|3168.00
58568|6|3168.00
76630|6|3168.00
125879|9|3168.00
111038|6|3168.00
43345|3|3168.00
88281|9|3168.00
61024|6|3168.00
169639|6|3168.00
70753|6|3168.00
231521|12|3168.00
34143|6|3168.00
240488|3|3167.91
458251|30|3167.82
54523|3|3165.00
176472|6|3162.00
235895|6|3162.00
66999|6|3162.00
187350|6|3162.00
98299|6|3162.00
189439|6|3162.00
128535|6|3162.00
398084|6|3162.00
235953|3|3159.00
132237|6|3156.00
388803|6|3156.00
153640|6|3156.00
183086|6|3156.00
172106|6|3156.00
295992|9|3150.00
32556|6|3150.00
179361|6|3150.00
35089|6|3150.00
337966|6|3150.00
102089|9|3150.00
169654|9|3150.00
183117|6|3150.00
345118|6|3150.00
132136|9|3150.00
89442|6|3150.00
102531|6|3150.00
296494|12|3150.00
86662|18|3147.57
68172|6|3144.00
365069|6|3144.00
94416|6|3144.00
34874|6|3144.00
128624|9|3141.00
96719|9|3141.00
89953|9|3141.00
226139|9|3141.00
95074|18|3138.00
159873|12|3138.00
148460|6|3138.00
141578|12|3138.00
136091|6|3138.00
70197|6|3138.00
155983|6|3132.00
144554|6|3132.00
148587|9|3132.00
125853|6|3132.00
45687|6|3132.00
106181|9|3132.00
90528|9|3132.00
125062|9|3132.00
119723|9|3132.00
147215|9|3132.00
191574|6|3132.00
189735|6|3132.00
196054|6|3132.00
89724|9|3132.00
144246|6|3132.00
117696|9|3132.00
264304|6|3129.00
195154|36|3128.76
32730|6|3126.00
159152|12|3126.00
453094|6|3126.00
356347|6|3126.00
96283|6|3126.00
109607|6|3126.00
439868|6|3126.00
148053|9|3123.00
166947|9|3123.00
105935|9|3123.00
95299|9|3123.00
147366|9|3123.00
81276|9|3123.00
147783|9|3123.00
88488|9|3123.00
104376|9|3123.00
152513|9|3123.00
347931|6|3120.00
61587|6|3120.00
143877|6|3120.00
58497|6|3120.00
133814|6|3120.00
390378|6|3120.00
459786|6|3120.00
59317|6|3120.00
158506|12|3120.00
93294|6|3120.00
137517|9|3114.00
97070|9|3114.00
196944|9|3114.00
311674|6|3114.00
97988|9|3114.00
309858|6|3114.00
101313|9|3114.00
88246|6|3114.00
303835|9|3114.00
194831|9|3114.00
258761|6|3114.00
100127|9|3114.00
145528|6|3114.00
109153|6|3114.00
159275|6|3114.00
190107|9|3114.00
290382|9|3114.00
98176|9|3114.00
78219|3|3111.00
54586|3|3111.00
133206|3|3111.00
150704|6|3108.00
69447|6|3108.00
336062|6|3108.00
87534|6|3108.00
295164|6|3108.00
72036|6|3108.00
72367|6|3108.00
87182|6|3108.00
87208|12|3108.00
47473|6|3105.00
125942|9|3105.00
94741|9|3105.00
209244|4|3104.00
177907|12|3102.00
174440|6|3102.00
143098|12|3102.00
83715|3|3099.00
47002|3|3099.00
86076|6|3099.00
109692|6|3096.00
86359|12|3096.00
57657|6|3096.00
135325|12|3096.00
102793|9|3096.00
132290|9|3096.00
437286|6|3096.00
117144|6|3096.00
65627|12|3096.00
94476|18|3096.00
113966|9|3096.00
67486|18|3094.92
62289|3|3093.00
221658|6|3090.00
108546|6|3090.00
230785|6|3090.00
134744|6|3090.00
149486|3|3090.00
56144|12|3090.00
63154|6|3090.00
236682|6|3090.00
153115|6|3090.00
275596|6|3090.00
222442|24|3086.34
80105|6|3084.00
83342|6|3084.00
157527|6|3084.00
92678|6|3084.00
178792|6|3084.00
388609|6|3084.00
179820|6|3084.00
181664|6|3084.00
62530|6|3084.00
103676|6|3078.00
73377|6|3078.00
168394|6|3078.00
115797|6|3078.00
131307|6|3078.00
358173|6|3078.00
289579|6|3078.00
184189|6|3078.00
33138|6|3078.00
118944|6|3078.00
298498|6|3078.00
146350|6|3078.00
197853|6|3078.00
82742|6|3078.00
90109|12|3072.00
157564|6|3072.00
467147|6|3072.00
120234|6|3072.00
58832|6|3072.00
118846|6|3072.00
186297|6|3072.00
135467|6|3069.00
44569|6|3069.00
184513|6|3066.00
87551|6|3066.00
183159|6|3066.00
162732|6|3066.00
155126|6|3066.00
106730|6|3066.00
357183|6|3066.00
154211|6|3066.00
198092|6|3060.00
188665|6|3060.00
143806|6|3060.00
57284|6|3060.00
380406|6|3060.00
77167|9|3060.00
181625|6|3060.00
82172|6|3060.00
203246|4|3056.00
78131|6|3054.00
153639|6|3054.00
379985|6|3054.00
494863|6|3054.00
188343|6|3054.00
94277|12|3054.00
67039|33|3053.37
182090|6|3048.00
186261|6|3048.00
222738|6|3048.00
241201|6|3048.00
114470|6|3048.00
160057|6|3042.00
496537|9|3042.00
125544|6|3042.00
75064|6|3042.00
93174|6|3042.00
187557|6|3042.00
33731|6|3042.00
60842|6|3042.00
121812|6|3042.00
71179|6|3036.00
115490|6|3036.00
156831|6|3036.00
73122|6|3036.00
114625|6|3036.00
191876|6|3036.00
353187|6|3036.00
61842|6|3036.00
299725|3|3036.00
84547|6|3036.00
133907|3|3033.00
94330|6|3030.00
124431|6|3030.00
195674|6|3030.00
178529|12|3030.00
135051|6|3030.00
207019|6|3030.00
71947|6|3030.00
92257|6|3030.00
168705|6|3030.00
284337|6|3030.00
71543|6|3030.00
33626|6|3030.00
723428|6|3027.44
48855|3|3027.00
108366|3|3024.00
136092|6|3024.00
255040|6|3024.00
459629|12|3024.00
81537|9|3024.00
146063|6|3024.00
437027|3|3024.00
179325|6|3024.00
141348|6|3024.00
119158|6|3024.00
182564|6|3024.00
144467|6|3024.00
181046|6|3024.00
173525|12|3024.00
153221|3|3021.00
521502|6|3021.00
128714|9|3021.00
142425|6|3018.00
63261|6|3018.00
146549|6|3018.00
195893|6|3018.00
153064|6|3018.00
118655|3|3015.00
97492|9|3015.00
191691|9|3015.00
111552|6|3012.00
