LREF	INVOICEREF	TYPE	IOCODE	CROSSREF_MAIN_LREF	PAYTYPE	TRANSTYPE	LINETYPE	INST_NR	DATE_	PAYABLETOTAL	PAID	CANCELED	CANCELLATIONPAYMENT	CLIENTREF	ABYS_ID	ABYS_ACCOUNT_ID	ABYS_AGREEMENT_ID	ABYS_MAIN_LREF	ABYS_ACTION_TYPE_ID	OV_KIND	REF_DEPOSIT_ACCOUNT_ID	REF_DEPOSIT_ACCOUNT_ACTION_ID	CASH_ID	RECEIPT_NUMBER	ALLOC_RN	PAY_FULL_AMT	ALLOC_SRC
49263278	49263278	101	1	13925387	32	113	103	0	2009-02-10 00:00:00	125	0	0	0	6879	49263278	6976319	5727	13925387	4	PAY	\N	\N	114	27691	1	125	INCOME
49263673	49263673	101	1	13962598	32	113	103	0	2009-02-16 00:00:00	6260.3	0	0	0	48214	49263673	7013422	2221	13962598	4	PAY	\N	\N	21	24700	1	6260	INCOME
49265742	49265742	101	1	13962598	32	113	103	0	2009-03-11 00:00:00	720	0	0	0	48214	49265742	7013422	2221	13962598	4	PAY	\N	\N	22	8831	1	720	INCOME
49285824	49285824	101	1	15333439	174	113	103	0	2010-01-18 00:00:00	235	0	0	0	251522	49285824	8375884	197168	15333439	7	PAY	\N	\N	544	291500101019	1	235	INCOME
49304862	49304862	101	1	16885098	174	113	103	0	2010-10-14 00:00:00	25	0	0	0	251522	49304862	9919545	197168	16885098	7	PAY	\N	\N	544	291500401552	1	25	INCOME
49332052	49332052	101	1	18746477	174	113	103	0	2011-08-16 00:00:00	20	0	0	0	251522	49332052	11778475	197168	18746477	33	PAY	\N	\N	531	240236179999	1	20	INCOME
49352785	49352785	101	1	19835315	33	113	103	0	2012-03-16 00:00:00	5	0	0	0	6879	49352785	12866062	5727	19835315	5	PAY	\N	\N	46	114518	1	5	INCOME
49395260	49395260	101	1	22636570	174	113	103	0	2013-03-13 00:00:00	295	0	0	0	251522	49395260	15664805	197168	22636570	22	PAY	\N	\N	551	2854601	1	295	INCOME
49474215	49474215	101	1	28647701	174	113	103	0	2015-01-12 00:00:00	6065	0	0	0	48214	49474215	21671579	2221	28647701	32	PAY	\N	\N	544	634264759	1	6065	INCOME
49535817	49535817	101	1	32538207	174	113	103	0	2016-03-08 00:00:00	510	0	0	0	251522	49535817	25559732	197168	32538207	32	PAY	\N	\N	521	14319046551	1	510	INCOME
49670530	49670530	101	1	16531261	174	113	103	0	2010-08-25 00:00:00	55	0	0	0	251522	49670530	9566850	197168	16531261	33	PAY	\N	\N	531	240236119999	1	55	INCOME
49684222	49684222	101	1	17423663	33	113	103	0	2011-02-08 00:00:00	100	0	0	0	6879	49684222	10457572	5727	17423663	5	PAY	\N	\N	50	107608	1	100	INCOME
49747798	49747798	101	1	20811205	10	113	103	0	2012-10-18 00:00:00	11.6	0	0	0	306082	49747798	13841039	276503	20811205	6	MAHSUP	27047596	\N	73	38206	1	349.48	INCOME
1350000234	49747798	101	1	49747797	10	113	103	0	2012-10-18 00:00:00	22.5	0	0	0	306082	49747798	13841039	276503	49747797	6	MAHSUP	27047596	\N	73	38206	2	349.48	INCOME
49750244	49750244	101	1	49747797	32	113	103	0	2013-01-16 00:00:00	22.5	0	0	0	306082	49750244	13841039	276503	49747797	4	PAY	\N	\N	70	85754	1	870.13	INCOME
49750246	49750246	101	1	21376976	32	113	103	0	2013-01-16 00:00:00	5	0	0	0	306082	49750246	14406284	276503	21376976	4	PAY	\N	\N	70	85758	1	5.42	INCOME
1350000237	49750246	101	1	49750245	32	113	103	0	2013-01-16 00:00:00	0.42	0	0	0	306082	49750246	14406284	276503	49750245	4	PAY	\N	\N	70	85758	2	5.42	INCOME
49921182	49921182	101	1	8528201	174	113	103	0	2004-06-21 00:00:00	12.23	0	0	0	6879	49921182	1615698	5727	8528201	7	PAY	\N	\N	519	1937	1	12.23	INCOME
49960329	49960329	101	1	11030998	32	113	103	0	2007-02-12 00:00:00	105	0	0	0	6879	49960329	4108114	5727	11030998	4	PAY	\N	\N	33	20322	1	105	INCOME
49962525	49962525	101	1	11159808	174	113	103	0	2007-03-16 00:00:00	4990	0	0	0	48214	49962525	4236558	2221	11159808	7	PAY	\N	\N	517	75	1	4990	INCOME
50164553	50164553	101	1	24646736	174	113	103	0	2013-12-05 00:00:00	20	0	0	0	251522	50164553	17673501	197168	24646736	32	PAY	\N	\N	541	15092	1	20	INCOME
50211452	50211452	101	1	28544306	174	113	103	0	2015-01-19 00:00:00	325	0	0	0	251522	50211452	21568240	197168	28544306	32	PAY	\N	\N	521	11314710049	1	325	INCOME
50233925	50233925	101	1	29848976	174	113	103	0	2015-06-22 00:00:00	130	0	0	0	251522	50233925	22872262	197168	29848976	32	PAY	\N	\N	521	12396542746	1	130	INCOME
50294304	50294304	101	1	9025247	174	113	103	0	2004-01-06 00:00:00	40.52	0	0	0	6879	50294304	2111588	5727	9025247	7	PAY	\N	\N	530	93800497872	1	40.52	INCOME
50400423	50400423	101	1	15876450	33	113	103	0	2010-04-16 00:00:00	280	0	0	0	251522	50400423	8916518	197168	15876450	5	PAY	\N	\N	12	53076	1	280	INCOME
50522704	50522704	101	1	24550658	174	113	103	0	2013-10-11 00:00:00	15	0	0	0	251522	50522704	17577484	197168	24550658	33	PAY	\N	\N	531	240236189999	1	15	INCOME
50780839	50780839	101	1	16448424	32	113	103	0	2010-09-23 00:00:00	15	0	0	0	6879	50780839	9484765	5727	16448424	4	PAY	\N	\N	52	7409	1	15	INCOME
50825199	50825199	101	1	19652037	174	113	103	0	2012-01-20 00:00:00	335	0	0	0	251522	50825199	12683079	197168	19652037	22	PAY	\N	\N	551	398701	1	335	INCOME
50830067	50830067	101	1	20227726	174	113	103	0	2012-03-13 00:00:00	405	0	0	0	251522	50830067	13258024	197168	20227726	22	PAY	\N	\N	551	398217	1	405	INCOME
50962692	50962692	101	1	28667150	174	113	103	0	2015-02-23 00:00:00	580	0	0	0	251522	50962692	21691018	197168	28667150	32	PAY	\N	\N	528	611138	1	580	INCOME
51053992	51053992	101	1	9927634	174	113	103	0	2006-03-10 00:00:00	4612	0	0	0	48214	51053992	3011236	2221	9927634	7	PAY	\N	\N	530	88600726519	1	4612	INCOME
51077577	51077577	101	1	11635452	32	113	103	0	2007-08-10 00:00:00	25	0	0	0	6879	51077577	4709716	5727	11635452	4	PAY	\N	\N	29	19224	1	25	INCOME
51118294	51118294	101	1	14444589	32	113	103	0	2009-05-14 00:00:00	3215	0	0	0	48214	51118294	7493791	2221	14444589	4	PAY	\N	\N	71	2483	1	3215	INCOME
51141327	51141327	101	1	16027508	174	113	103	0	2010-04-28 00:00:00	225	0	0	0	251522	51141327	9066923	197168	16027508	7	PAY	\N	\N	513	941200000000001	1	225	INCOME
51156875	51156875	101	1	17122804	33	113	103	0	2010-12-09 00:00:00	15	0	0	0	6879	51156875	10157005	5727	17122804	5	PAY	\N	\N	13	45026	1	15	INCOME
51404768	51404768	101	1	8732880	174	113	103	0	2003-06-27 00:00:00	14.07	0	0	0	6879	51404768	1820004	5727	8732880	7	PAY	\N	\N	519	17	1	14.07	INCOME
51425899	51425899	101	1	10020543	174	113	103	0	2006-04-11 00:00:00	4245	0	0	0	48214	51425899	3103872	2221	10020543	7	PAY	\N	\N	530	88600739653	1	4245	INCOME
51528373	51528373	101	1	17111116	174	113	103	0	2010-12-22 00:00:00	95	0	0	0	251522	51528373	10145323	197168	17111116	33	PAY	\N	\N	531	240236169999	1	95	INCOME
51628432	51628432	101	1	24002032	174	113	103	0	2013-08-03 00:00:00	20	0	0	0	251522	51628432	17029312	197168	24002032	32	PAY	\N	\N	541	3082	1	20	INCOME
51678945	51678945	101	1	27393939	174	113	103	0	2014-10-09 00:00:00	20	0	0	0	251522	51678945	20418681	197168	27393939	32	PAY	\N	\N	519	11371416	1	20	INCOME
51886029	51886029	101	1	16194265	32	113	103	0	2010-06-21 00:00:00	85	0	0	0	251522	51886029	9232876	197168	16194265	4	PAY	\N	\N	62	14639	1	85	INCOME
51906085	51906085	101	1	17776829	174	113	103	0	2011-03-11 00:00:00	390	0	0	0	251522	51906085	10809737	197168	17776829	33	PAY	\N	\N	531	240236229999	1	390	INCOME
51981356	51981356	101	1	22791024	174	113	103	0	2013-04-02 00:00:00	185	0	0	0	6879	51981356	15819140	5727	22791024	22	PAY	\N	\N	551	20297701	1	185	INCOME
52112258	52112258	101	1	32253721	174	113	103	0	2016-01-26 00:00:00	375	0	0	0	6879	52112258	25275403	5727	32253721	32	PAY	\N	\N	544	784317640	1	375	INCOME
52150259	52150259	101	1	8986869	174	113	103	0	2003-12-05 00:00:00	18.15	0	0	0	6879	52150259	2073318	5727	8986869	7	PAY	\N	\N	521	201	1	18.15	INCOME
52206234	52206234	101	1	12880106	32	113	103	0	2008-05-15 00:00:00	30	0	0	0	6879	52206234	5937405	5727	12880106	4	PAY	\N	\N	20	23973	1	30	INCOME
52223894	52223894	101	1	14120919	32	113	103	0	2009-03-13 00:00:00	120	0	0	0	6879	52223894	7171220	5727	14120919	4	PAY	\N	\N	28	61007	1	120	INCOME
52247749	52247749	101	1	15617697	32	113	103	0	2010-03-08 00:00:00	185	0	0	0	48214	52247749	8658864	2221	15617697	4	PAY	\N	\N	32	30017	1	185	INCOME
52304696	52304696	101	1	19786626	33	113	103	0	2012-01-16 00:00:00	10	0	0	0	6879	52304696	12817482	5727	19786626	5	PAY	\N	\N	46	112568	1	10	INCOME
52329470	52329470	101	1	20841769	174	113	103	0	2012-08-13 00:00:00	10	0	0	0	6879	52329470	13871583	5727	20841769	22	PAY	\N	\N	551	709833	1	10	INCOME
52342313	52342313	101	1	22032972	174	113	103	0	2012-11-21 00:00:00	20	0	0	0	6879	52342313	15061686	5727	22032972	43	PAY	\N	\N	551	8005	1	20	INCOME
52622674	52622674	101	1	16115627	32	113	103	0	2010-05-17 00:00:00	2750	0	0	0	48214	52622674	9154635	2221	16115627	4	PAY	\N	\N	6	49054	1	2750	INCOME
52670293	52670293	101	1	19444984	174	113	103	0	2011-12-02 00:00:00	280	0	0	0	251522	52670293	12476283	197168	19444984	33	PAY	\N	\N	531	240236199999	1	280	INCOME
52688995	52688995	101	1	20297944	174	113	103	0	2012-06-01 00:00:00	40	0	0	0	6879	52688995	13328179	5727	20297944	22	PAY	\N	\N	551	270783	1	40	INCOME
52728676	52728676	101	1	23407379	174	113	103	0	2013-05-24 00:00:00	275	0	0	0	251522	52728676	16435067	197168	23407379	33	PAY	\N	\N	531	240236149999	1	275	INCOME
53016314	53016314	101	1	17700662	33	113	103	0	2011-03-16 00:00:00	100	0	0	0	6879	53016314	10733848	5727	17700662	5	PAY	\N	\N	32	32837	1	100	INCOME
53044576	53044576	101	1	19494718	33	113	103	0	2012-01-16 00:00:00	40	0	0	0	6879	53044576	12525933	5727	19494718	5	PAY	\N	\N	46	112568	1	40	INCOME
53107481	53107481	101	1	23691690	174	113	103	0	2013-08-01 00:00:00	10	0	0	0	6879	53107481	16719200	5727	23691690	22	PAY	\N	\N	551	86898602	1	10	INCOME
53139052	53139052	101	1	25853331	174	113	103	0	2014-03-20 00:00:00	380	0	0	0	251522	53139052	18879101	197168	25853331	32	PAY	\N	\N	541	293	1	380	INCOME
53239954	53239954	101	1	33677718	174	113	103	0	2016-06-19 00:00:00	10	0	0	0	251522	53239954	26698721	197168	33677718	32	PAY	\N	\N	528	419165	1	10	INCOME
53364795	53364795	101	1	16289376	32	113	103	0	2010-06-08 00:00:00	15	0	0	0	48214	53364795	9327298	2221	16289376	4	PAY	\N	\N	6	52722	1	15	INCOME
53449605	53449605	101	1	21457177	32	113	103	0	2013-01-16 00:00:00	45	0	0	0	306082	53449605	14486397	276503	21457177	4	PAY	\N	\N	70	85759	1	48.27	INCOME
1350000283	53449605	101	1	53449604	32	113	103	0	2013-01-16 00:00:00	3.27	0	0	0	306082	53449605	14486397	276503	53449604	4	PAY	\N	\N	70	85759	2	48.27	INCOME
53491025	53491025	101	1	25160450	174	113	103	0	2013-12-30 00:00:00	340	0	0	0	251522	53491025	18186808	197168	25160450	32	PAY	\N	\N	541	21769	1	340	INCOME
53675295	53675295	101	1	12045453	32	113	103	0	2007-12-17 00:00:00	5225	0	0	0	48214	53675295	5116399	2221	12045453	4	PAY	\N	\N	50	59114	1	5225	INCOME
53938314	53938314	101	1	30925526	174	113	103	0	2015-09-01 00:00:00	5	0	0	0	6879	53938314	23948169	5727	30925526	32	PAY	\N	\N	538	201509010000069	1	5	INCOME
54083000	54083000	101	1	14698308	174	113	103	0	2009-08-14 00:00:00	30	0	0	0	251522	54083000	7745970	197168	14698308	7	PAY	\N	\N	544	291500701720	1	30	INCOME
54089566	54089566	101	1	15245869	32	113	103	0	2009-12-07 00:00:00	30	0	0	0	6879	54089566	8288720	5727	15245869	4	PAY	\N	\N	22	32215	1	30	INCOME
54141188	54141188	101	1	18752011	174	113	103	0	2011-08-23 00:00:00	6.66	0	0	0	6879	54141188	11784005	5727	18752011	43	PAY	\N	\N	551	774294	1	6.66	INCOME
54309304	54309304	101	1	30257868	174	113	103	0	2015-07-27 00:00:00	20	0	0	0	251522	54309304	23280943	197168	30257868	32	PAY	\N	\N	521	12649235499	1	20	INCOME
54409883	54409883	101	1	11763839	174	113	103	0	2007-10-09 00:00:00	25	0	0	0	6879	54409883	4836772	5727	11763839	7	PAY	\N	\N	521	200710006982618	1	25	INCOME
54415278	54415278	101	1	12184090	32	113	103	0	2008-01-15 00:00:00	7615	0	0	0	48214	54415278	5254498	2221	12184090	4	PAY	\N	\N	23	11363	1	7615	INCOME
54421730	54421730	101	1	12744437	32	113	103	0	2008-04-15 00:00:00	3740	0	0	0	48214	54421730	5802265	2221	12744437	4	PAY	\N	\N	22	32068	1	3740	INCOME
54474468	54474468	101	1	16354161	32	113	103	0	2010-06-21 00:00:00	25	0	0	0	251522	54474468	9391529	197168	16354161	4	PAY	\N	\N	62	14639	1	25	INCOME
54502917	54502917	101	1	17867535	174	113	103	0	2011-06-14 00:00:00	105	0	0	0	6879	54502917	10900383	5727	17867535	22	PAY	\N	\N	551	85123	1	105	INCOME
54571511	54571511	101	1	22378062	174	113	103	0	2013-02-18 00:00:00	11065	0	0	0	48214	54571511	15406507	2221	22378062	32	PAY	\N	\N	544	412510683	1	11065	INCOME
54693471	54693471	101	1	31997813	174	113	103	0	2015-12-17 00:00:00	265	0	0	0	251522	54693471	25019685	197168	31997813	32	PAY	\N	\N	521	13697446477	1	265	INCOME
54804335	54804335	101	1	13617790	174	113	103	0	2008-12-15 00:00:00	60	0	0	0	6879	54804335	6669711	5727	13617790	7	PAY	\N	\N	519	208285	1	60	INCOME
54865525	54865525	101	1	17887155	32	113	103	0	2011-03-31 00:00:00	595	0	0	0	48214	54865525	10919980	2221	17887155	4	PAY	\N	\N	21	48459	1	595	INCOME
54887741	54887741	101	1	19466120	33	113	103	0	2011-12-06 00:00:00	5	0	0	0	6879	54887741	12497395	5727	19466120	5	PAY	\N	\N	46	111193	1	5	INCOME
54955088	54955088	101	1	23973811	174	113	103	0	2013-08-01 00:00:00	10	0	0	0	6879	54955088	17001106	5727	23973811	22	PAY	\N	\N	551	86898601	1	10	INCOME
54959127	54959127	101	1	24347929	174	113	103	0	2013-09-16 00:00:00	25	0	0	0	251522	54959127	17374918	197168	24347929	33	PAY	\N	\N	531	240236029999	1	25	INCOME
55097222	55097222	101	1	10412105	32	113	103	0	2003-04-11 00:00:00	114	0	0	0	48214	55097222	3493563	2221	10412105	4	PAY	\N	\N	7	1998	1	118.39	INCOME
1350000304	55097222	101	1	55097221	32	113	103	0	2003-04-11 00:00:00	4.39	0	0	0	48214	55097222	3493563	2221	55097221	4	PAY	\N	\N	7	1998	2	118.39	INCOME
55097847	55097847	101	1	10412105	32	113	103	0	2003-03-28 00:00:00	8406.95	0	0	0	48214	55097847	3493563	2221	10412105	4	PAY	\N	\N	7	1754	1	8406.95	INCOME
55209647	55209647	101	1	15910125	33	113	103	0	2010-05-25 00:00:00	95	0	0	0	6879	55209647	8950023	5727	15910125	5	PAY	\N	\N	52	3515	1	95	INCOME
55249643	55249643	101	1	18180954	33	113	103	0	2011-09-23 00:00:00	290	0	0	0	251522	55249643	11213460	197168	18180954	5	PAY	\N	\N	6	105019	1	290	INCOME
55293543	55293543	101	1	22067463	174	113	103	0	2012-12-21 00:00:00	5665	0	0	0	48214	55293543	15096154	2221	22067463	32	PAY	\N	\N	544	396994671	1	5665	INCOME
55415851	55415851	101	1	30318369	174	113	103	0	2015-07-27 00:00:00	20	0	0	0	251522	55415851	23341407	197168	30318369	32	PAY	\N	\N	521	12649245027	1	20	INCOME
55480535	55480535	101	1	9323798	32	113	103	0	2005-05-09 00:00:00	18	0	0	0	6879	55480535	2409582	5727	9323798	4	PAY	\N	\N	39	4266	1	18	INCOME
55500519	55500519	101	1	10690396	174	113	103	0	2006-11-10 00:00:00	1075	0	0	0	48214	55500519	3768757	2221	10690396	7	PAY	\N	\N	530	88670015761	1	1075	INCOME
55574352	55574352	101	1	15772737	32	113	103	0	2010-03-22 00:00:00	200	0	0	0	48214	55574352	8813273	2221	15772737	4	PAY	\N	\N	69	30312	1	200	INCOME
55676042	55676042	101	1	22792172	174	113	103	0	2013-04-15 00:00:00	4410	0	0	0	48214	55676042	15820288	2221	22792172	32	PAY	\N	\N	544	429048257	1	4410	INCOME
55686259	55686259	101	1	23117937	174	113	103	0	2013-05-09 00:00:00	3495	0	0	0	48214	55686259	16145835	2221	23117937	32	PAY	\N	\N	544	436404819	1	3495	INCOME
55854139	55854139	101	1	9649328	32	113	103	0	2005-11-15 00:00:00	47	0	0	0	6879	55854139	2733497	5727	9649328	4	PAY	\N	\N	19	54775	1	47	INCOME
55874499	55874499	101	1	11045313	174	113	103	0	2007-02-13 00:00:00	6300	0	0	0	48214	55874499	4122385	2221	11045313	7	PAY	\N	\N	530	88680008368	1	6300	INCOME
55876268	55876268	101	1	11149661	174	113	103	0	2007-03-13 00:00:00	95	0	0	0	6879	55876268	4226437	5727	11149661	7	PAY	\N	\N	538	9990000000000	1	95	INCOME
55967522	55967522	101	1	17323170	32	113	103	0	2011-02-09 00:00:00	625	0	0	0	48214	55967522	10357178	2221	17323170	4	PAY	\N	\N	70	56895	1	625	INCOME
56043876	56043876	101	1	23181654	174	113	103	0	2013-04-08 00:00:00	320	0	0	0	251522	56043876	16209510	197168	23181654	33	PAY	\N	\N	531	240236009999	1	320	INCOME
56054843	56054843	101	1	24069375	174	113	103	0	2013-07-09 00:00:00	50	0	0	0	48214	56054843	17096601	2221	24069375	32	PAY	\N	\N	544	455399298	1	50	INCOME
56101083	56101083	101	1	26580179	174	113	103	0	2014-06-21 00:00:00	105	0	0	0	251522	56101083	19605461	197168	26580179	32	PAY	\N	\N	528	403052	1	105	INCOME
56197748	56197748	101	1	33803538	174	113	103	0	2016-06-24 00:00:00	10	0	0	0	6879	56197748	26824472	5727	33803538	32	PAY	\N	\N	544	846786285	1	10	INCOME
56212607	56212607	101	1	8882864	174	113	103	0	2003-08-29 00:00:00	3.36	0	0	0	6879	56212607	1969544	5727	8882864	7	PAY	\N	\N	521	59	1	3.36	INCOME
56270286	56270286	101	1	12910631	32	113	103	0	2008-05-20 00:00:00	765	0	0	0	48214	56270286	5967790	2221	12910631	4	PAY	\N	\N	32	12666	1	765	INCOME
56283705	56283705	101	1	13817055	32	113	103	0	2009-01-19 00:00:00	11543.68	0	0	0	48214	56283705	6868336	2221	13817055	4	PAY	\N	\N	21	23804	1	11540	INCOME
56286425	56286425	101	1	13817055	32	113	103	0	2009-02-17 00:00:00	710	0	0	0	48214	56286425	6868336	2221	13817055	4	PAY	\N	\N	16	12560	1	710	INCOME
56360103	56360103	101	1	19131774	32	113	103	0	2011-10-20 00:00:00	10	0	0	0	306082	56360103	12163427	276503	19131774	4	PAY	\N	\N	80	13455	1	10	INCOME
56471640	56471640	101	1	26911014	174	113	103	0	2014-06-23 00:00:00	55	0	0	0	48214	56471640	19936112	2221	26911014	32	PAY	\N	\N	544	565515147	1	55	INCOME
56580993	56580993	101	1	8633481	174	113	103	0	2004-04-19 00:00:00	2917.47	0	0	0	48214	56580993	1720780	2221	8633481	7	PAY	\N	\N	521	200404006137975	1	2917.47	INCOME
56600066	56600066	101	1	9961367	32	113	103	0	2006-03-16 00:00:00	80	0	0	0	6879	56600066	3044862	5727	9961367	4	PAY	\N	\N	27	30701	1	80	INCOME
56678127	56678127	101	1	15413939	33	113	103	0	2010-01-19 00:00:00	80	0	0	0	6879	56678127	8456003	5727	15413939	5	PAY	\N	\N	35	16294	1	80	INCOME
56773538	56773538	101	1	21192486	32	113	103	0	2013-01-16 00:00:00	25	0	0	0	306082	56773538	14222014	276503	21192486	4	PAY	\N	\N	70	85756	1	27.12	INCOME
1350000333	56773538	101	1	56773537	32	113	103	0	2013-01-16 00:00:00	2.12	0	0	0	306082	56773538	14222014	276503	56773537	4	PAY	\N	\N	70	85756	2	27.12	INCOME
56847809	56847809	101	1	27525456	174	113	103	0	2014-09-18 00:00:00	10	0	0	0	6879	56847809	20550076	5727	27525456	33	PAY	\N	\N	538	918100302676069	1	10	INCOME
56906246	56906246	101	1	31080428	174	113	103	0	2015-12-01 00:00:00	5	0	0	0	6879	56906246	24102963	5727	31080428	32	PAY	\N	\N	530	2015000708707490	1	5	INCOME
56964605	56964605	101	1	10452236	32	113	103	0	2005-12-09 00:00:00	0.54	0	0	0	48214	56964605	3533591	2221	10452236	4	PAY	\N	\N	7	13586	1	0.54	INCOME
56979416	56979416	101	1	10726312	32	113	103	0	2006-11-15 00:00:00	40	0	0	0	6879	56979416	3804440	5727	10726312	4	PAY	\N	\N	63	21725	1	40	INCOME
57004024	57004024	101	1	12471001	32	113	103	0	2008-03-17 00:00:00	5785	0	0	0	48214	57004024	5529278	2221	12471001	4	PAY	\N	\N	32	9560	1	5785	INCOME
57236562	57236562	101	1	29707101	174	113	103	0	2015-04-21 00:00:00	265	0	0	0	6879	57236562	22730474	5727	29707101	32	PAY	\N	\N	530	2015000207682735	1	265	INCOME
57261429	57261429	101	1	30306401	174	113	103	0	2015-09-01 00:00:00	10	0	0	0	6879	57261429	23329443	5727	30306401	32	PAY	\N	\N	538	201509010000067	1	10	INCOME
57326627	57326627	101	1	9232517	174	113	103	0	2005-04-12 00:00:00	3510	0	0	0	48214	57326627	2318464	2221	9232517	7	PAY	\N	\N	530	88600631626	1	3510	INCOME
57396492	57396492	101	1	14114902	32	113	103	0	2009-03-16 00:00:00	6727.36	0	0	0	48214	57396492	7165222	2221	14114902	4	PAY	\N	\N	21	25653	1	6725	INCOME
57398188	57398188	101	1	14114902	32	113	103	0	2009-04-08 00:00:00	1190	0	0	0	48214	57398188	7165222	2221	14114902	4	PAY	\N	\N	118	3076	1	1190	INCOME
57449061	57449061	101	1	17709010	174	113	103	0	2011-03-12 00:00:00	285	0	0	0	251522	57449061	10742132	197168	17709010	33	PAY	\N	\N	540	0	1	285	INCOME
57502461	57502461	101	1	21077498	174	113	103	0	2012-07-25 00:00:00	20	0	0	0	251522	57502461	14107128	197168	21077498	22	PAY	\N	\N	551	572250	1	20	INCOME
57584460	57584460	101	1	26830212	174	113	103	0	2014-07-18 00:00:00	10	0	0	0	6879	57584460	19855362	5727	26830212	32	PAY	\N	\N	544	574800891	1	10	INCOME
57669008	57669008	101	1	32926055	174	113	103	0	2016-04-08 00:00:00	355	0	0	0	251522	57669008	25947411	197168	32926055	32	PAY	\N	\N	540	22270879	1	355	INCOME
57688500	57688500	101	1	10418014	174	113	103	0	2004-04-28 00:00:00	30.21	0	0	0	6879	57688500	3499463	5727	10418014	7	PAY	\N	\N	531	33019003597	1	30.21	INCOME
57701722	57701722	101	1	9575787	32	113	103	0	2005-10-17 00:00:00	16	0	0	0	6879	57701722	2660127	5727	9575787	4	PAY	\N	\N	49	16140	1	16	INCOME
57734831	57734831	101	1	11895030	174	113	103	0	2007-11-12 00:00:00	15	0	0	0	6879	57734831	4966871	5727	11895030	7	PAY	\N	\N	538	9990000000000	1	15	INCOME
57882014	57882014	101	1	21066010	32	113	103	0	2013-01-16 00:00:00	15	0	0	0	306082	57882014	14095653	276503	21066010	4	PAY	\N	\N	70	85757	1	16.27	INCOME
1350000352	57882014	101	1	57882013	32	113	103	0	2013-01-16 00:00:00	1.27	0	0	0	306082	57882014	14095653	276503	57882013	4	PAY	\N	\N	70	85757	2	16.27	INCOME
58008942	58008942	101	1	30926441	174	113	103	0	2015-09-28 00:00:00	15	0	0	0	251522	58008942	23949084	197168	30926441	32	PAY	\N	\N	521	13103868512	1	15	INCOME
58063598	58063598	101	1	9069351	174	113	103	0	2005-01-24 00:00:00	74	0	0	0	6879	58063598	2155593	5727	9069351	7	PAY	\N	\N	519	1602	1	74	INCOME
58089070	58089070	101	1	10812525	174	113	103	0	2006-12-15 00:00:00	5625	0	0	0	48214	58089070	3890322	2221	10812525	7	PAY	\N	\N	530	88670026524	1	5625	INCOME
58146468	58146468	101	1	14583330	33	113	103	0	2009-10-01 00:00:00	35	0	0	0	6879	58146468	7631703	5727	14583330	5	PAY	\N	\N	35	14529	1	35	INCOME
58196063	58196063	101	1	18380133	174	113	103	0	2011-06-16 00:00:00	115	0	0	0	251522	58196063	11412464	197168	18380133	33	PAY	\N	\N	540	0	1	115	INCOME
58360701	58360701	101	1	29684250	174	113	103	0	2015-05-26 00:00:00	375	0	0	0	251522	58360701	22707632	197168	29684250	32	PAY	\N	\N	521	12204406865	1	375	INCOME
58521041	58521041	101	1	15193520	174	113	103	0	2009-12-07 00:00:00	110	0	0	0	251522	58521041	8236673	197168	15193520	7	PAY	\N	\N	544	291500700857	1	110	INCOME
58542038	58542038	101	1	16630400	32	113	103	0	2010-09-23 00:00:00	5	0	0	0	6879	58542038	9665277	5727	16630400	4	PAY	\N	\N	52	7409	1	5	INCOME
58680365	58680365	101	1	25826250	174	113	103	0	2014-03-13 00:00:00	6505	0	0	0	48214	58680365	18852040	2221	25826250	32	PAY	\N	\N	544	532282368	1	6505	INCOME
58944343	58944343	101	1	18849256	174	113	103	0	2011-09-23 00:00:00	15	0	0	0	251522	58944343	11881154	197168	18849256	22	PAY	\N	\N	551	185671	1	15	INCOME
58958224	58958224	101	1	19970087	174	113	103	0	2012-02-14 00:00:00	425	0	0	0	251522	58958224	13000681	197168	19970087	22	PAY	\N	\N	551	201169	1	425	INCOME
59040883	59040883	101	1	26245248	174	113	103	0	2014-05-20 00:00:00	3580	0	0	0	48214	59040883	19270737	2221	26245248	32	PAY	\N	\N	544	553683297	1	3580	INCOME
59051045	59051045	101	1	26235680	174	113	103	0	2014-04-25 00:00:00	240	0	0	0	251522	59051045	19261180	197168	26235680	32	PAY	\N	\N	541	1932	1	240	INCOME
59075721	59075721	101	1	28371521	174	113	103	0	2014-12-01 00:00:00	60	0	0	0	6879	59075721	21395558	5727	28371521	32	PAY	\N	\N	530	2014000185351725	1	60	INCOME
59159178	59159178	101	1	8329000	174	113	103	0	2004-10-13 00:00:00	6.46	0	0	0	6879	59159178	1416997	5727	8329000	7	PAY	\N	\N	521	200410005126549	1	6.46	INCOME
59175812	59175812	101	1	9305558	174	113	103	0	2005-05-11 00:00:00	1683	0	0	0	48214	59175812	2391375	2221	9305558	7	PAY	\N	\N	530	88600638324	1	1683	INCOME
59187672	59187672	101	1	10048432	174	113	103	0	2006-04-17 00:00:00	64	0	0	0	6879	59187672	3131669	5727	10048432	7	PAY	\N	\N	538	9990000000000	1	64	INCOME
59289313	59289313	101	1	17149298	32	113	103	0	2010-12-20 00:00:00	250	0	0	0	48214	59289313	10183479	2221	17149298	4	PAY	\N	\N	66	29584	1	250	INCOME
